Date,real Temperature,empty column,Feel Temperature,Humidity,Wind Speed,weather code,DO NOT TOUCH THIS COLUMN,is holiday,is weekend,season,count
10/10/2015,13,NA,13,82,11.125,scattered_clouds,NA,FALSE,TRUE,autumm,29416
11/10/2015,12.25,NA,12.25,70.25,13.20833333,clear,NA,FALSE,TRUE,autumm,27796
12/10/2015,11,NA,11,73.75,10,broken_clouds,NA,FALSE,FALSE,autumm,31292
13/10/2015,10,NA,8,77.75,14.52777778,NA,NA,FALSE,FALSE,autumm,20114
14/10/2015,11,NA,11,76.5,13.5,scattered_clouds,NA,FALSE,FALSE,autumm,30579
15/10/2015,11.25,NA,11.25,82,13.14583333,broken_clouds,NA,FALSE,FALSE,autumm,30874
16/10/2015,12,NA,12,80.75,16.47916667,broken_clouds,NA,FALSE,FALSE,autumm,30075
17/10/2015,12,NA,12,77,13.75,broken_clouds,NA,FALSE,TRUE,autumm,24327
18/10/2015,13,NA,NA,82,9.145833333,broken_clouds,NA,FALSE,TRUE,autumm,23070
19/10/2015,12.75,NA,12.75,79.5,7.375,broken_clouds,NA,FALSE,FALSE,autumm,29952
20/10/2015,11.25,NA,11.25,77,8.020833333,scattered_clouds,NA,FALSE,FALSE,autumm,32718
21/10/2015,12,NA,12,88,15.52083333,rain,NA,FALSE,FALSE,autumm,18922
22/10/2015,14,NA,14,65,16.91666667,broken_clouds,NA,FALSE,FALSE,autumm,30326
23/10/2015,13,NA,13,65,7.520833333,cloudy,NA,FALSE,FALSE,autumm,30273
24/10/2015,13,NA,13,77,10.79166667,rain,NA,FALSE,TRUE,autumm,16876
25/10/2015,9,NA,7,79,8.507246377,clear,NA,FALSE,TRUE,autumm,23133
26/10/2015,12.5,NA,12.5,88,13.5625,broken_clouds,NA,FALSE,FALSE,autumm,30364
27/10/2015,14.75,NA,14.75,85,12.22916667,clear,NA,FALSE,FALSE,autumm,32436
28/10/2015,13.5,NA,13.5,88,10.875,rain,NA,FALSE,FALSE,autumm,23881
29/10/2015,14,NA,14,89.5,13.39583333,scattered_clouds,NA,FALSE,FALSE,NA,27339
30/10/2015,14.5,NA,14.5,82,13.58333333,rain,NA,FALSE,FALSE,autumm,23970
31/10/2015,12,NA,12,89.5,9.75,clear,NA,FALSE,TRUE,NA,27464
01/11/2015,9.5,NA,9.25,97,5.208333333,NA,NA,FALSE,TRUE,autumm,22848
02/11/2015,10.5,NA,10.25,97,9.166666667,cloudy,NA,FALSE,FALSE,autumm,28033
03/11/2015,12,NA,12,88,9.041666667,broken_clouds,NA,FALSE,FALSE,autumm,30710
04/11/2015,14,NA,14,88,8.395833333,scattered_clouds,NA,FALSE,FALSE,autumm,23462
05/11/2015,15,NA,15,88,14.33333333,NA,NA,FALSE,FALSE,autumm,24503
06/11/2015,16,NA,16,85,18.125,broken_clouds,NA,FALSE,FALSE,autumm,25431
07/11/2015,16,NA,16,85,22.89583333,rain,NA,FALSE,TRUE,autumm,14881
08/11/2015,15,NA,15,84.25,16.29166667,broken_clouds,NA,FALSE,TRUE,autumm,18754
09/11/2015,15,NA,15,74.5,27.04166667,broken_clouds,NA,FALSE,FALSE,autumm,28474
10/11/2015,16,NA,16,82,22.9375,broken_clouds,NA,FALSE,FALSE,autumm,29206
11/11/2015,15,NA,15,70,20.33333333,broken_clouds,NA,FALSE,FALSE,autumm,29899
12/11/2015,14.5,NA,14.5,79.5,17.22916667,scattered_clouds,NA,FALSE,FALSE,autumm,28962
13/11/2015,10.25,NA,8,66,27.9375,clear,NA,FALSE,FALSE,autumm,25252
14/11/2015,10,NA,8,82,23.33333333,rain,NA,FALSE,TRUE,autumm,8898
15/11/2015,16,NA,16,72,34.0625,NA,NA,FALSE,TRUE,autumm,17594
16/11/2015,14,NA,14,72,21.875,scattered_clouds,NA,FALSE,FALSE,autumm,26507
17/11/2015,14.75,NA,14.75,79.5,29.20454545,rain,NA,FALSE,FALSE,autumm,22768
18/11/2015,14,NA,14,69.5,31.66666667,scattered_clouds,NA,FALSE,FALSE,autumm,25926
19/11/2015,11.75,NA,11.75,79.5,21.52083333,rain,NA,FALSE,FALSE,autumm,23695
20/11/2015,10,NA,7,65.25,22.3125,scattered_clouds,NA,FALSE,FALSE,autumm,25788
21/11/2015,4.5,NA,-0.5,66,26.25,clear,NA,FALSE,TRUE,autumm,12751
22/11/2015,3.5,NA,1.25,77.25,10.66666667,clear,NA,FALSE,TRUE,autumm,13118
23/11/2015,6.75,NA,4,73.5,11.14583333,clear,NA,FALSE,FALSE,autumm,23908
24/11/2015,9,NA,6,82,19.91666667,NA,NA,FALSE,FALSE,autumm,21175
25/11/2015,9,NA,6.5,79,16.16666667,scattered_clouds,NA,FALSE,FALSE,autumm,26000
26/11/2015,10,NA,8,88,7.541666667,broken_clouds,NA,FALSE,FALSE,autumm,26626
27/11/2015,11.5,NA,11.5,83.75,20.72916667,broken_clouds,NA,FALSE,FALSE,autumm,23517
28/11/2015,8.75,NA,5.25,69.75,27.25,clear,NA,FALSE,TRUE,autumm,16336
29/11/2015,11.75,NA,11.75,72,34.08333333,broken_clouds,NA,FALSE,TRUE,autumm,11392
30/11/2015,13,NA,13,77,26.06521739,broken_clouds,NA,FALSE,FALSE,autumm,20918
01/12/2015,14,NA,14,70,20.25,broken_clouds,NA,FALSE,FALSE,winter,26559
02/12/2015,13,NA,13,74.5,20.75,scattered_clouds,NA,FALSE,FALSE,winter,27789
03/12/2015,13,NA,13,77,21.125,scattered_clouds,NA,FALSE,FALSE,winter,25899
04/12/2015,11.75,NA,11.75,70.25,25.0625,scattered_clouds,NA,FALSE,FALSE,winter,25956
05/12/2015,13,NA,13,66,36.83333333,scattered_clouds,NA,FALSE,TRUE,winter,16511
06/12/2015,13,NA,13,79.5,23.14583333,broken_clouds,NA,FALSE,TRUE,winter,15478
07/12/2015,13.5,NA,13.5,82,14.47916667,NA,NA,FALSE,FALSE,winter,25734
08/12/2015,13,NA,13,73.5,20.75,clear,NA,FALSE,FALSE,winter,23430
09/12/2015,11,NA,11,74.5,18.27083333,clear,NA,FALSE,FALSE,winter,27562
10/12/2015,12,NA,12,77,22.4375,broken_clouds,NA,FALSE,FALSE,winter,23115
11/12/2015,10.5,NA,9.25,74.5,20.375,broken_clouds,NA,FALSE,FALSE,winter,23259
12/12/2015,13.5,NA,13.5,72,23.375,broken_clouds,NA,FALSE,TRUE,winter,15815
13/12/2015,8.5,NA,6.75,93,10.25,rain,NA,FALSE,TRUE,winter,12291
14/12/2015,9,NA,7.75,84.5,9.729166667,NA,NA,FALSE,FALSE,winter,23835
15/12/2015,12,NA,12,94,10.70833333,NA,NA,FALSE,FALSE,NA,20201
16/12/2015,14.25,NA,14.25,82,20.45833333,broken_clouds,NA,FALSE,FALSE,winter,25558
17/12/2015,14,NA,14,72.25,18.9375,clear,NA,FALSE,FALSE,winter,25804
18/12/2015,13,NA,13,80.75,17.1875,scattered_clouds,NA,FALSE,FALSE,winter,25730
19/12/2015,15.25,NA,15.25,69,22.33333333,clear,NA,FALSE,TRUE,winter,18754
20/12/2015,13,NA,13,76.75,20.375,NA,NA,FALSE,TRUE,winter,13060
21/12/2015,11,NA,11,76.75,22.60416667,NA,NA,FALSE,FALSE,winter,18136
22/12/2015,14.5,NA,14.5,82,31.39583333,rain,NA,FALSE,FALSE,winter,17458
23/12/2015,11,NA,11,68.25,23.16666667,scattered_clouds,NA,FALSE,FALSE,NA,18451
24/12/2015,11.75,NA,11.75,69.5,25.5625,clear,NA,FALSE,FALSE,winter,8908
25/12/2015,10.25,NA,NA,78.25,18.04166667,rain,NA,TRUE,FALSE,winter,22423
26/12/2015,15,NA,15,72,27.41666667,broken_clouds,NA,FALSE,TRUE,winter,10230
27/12/2015,14.5,NA,14.5,82,22,broken_clouds,NA,FALSE,TRUE,winter,9378
28/12/2015,11.75,NA,11.75,69.5,15.04166667,clear,NA,TRUE,FALSE,winter,13732
29/12/2015,12,NA,12,74.5,17.20833333,NA,NA,FALSE,FALSE,winter,15592
30/12/2015,13,NA,13,67.25,25.08333333,rain,NA,FALSE,FALSE,winter,12301
31/12/2015,9.5,NA,6.25,69.75,23.39583333,scattered_clouds,NA,FALSE,FALSE,winter,13889
01/01/2016,7.25,NA,4.5,84,16.72916667,clear,NA,TRUE,FALSE,winter,9797
02/01/2016,11,NA,11,88,21.60416667,rain,NA,FALSE,TRUE,winter,7195
03/01/2016,9,NA,6,86,16.1875,rain,NA,FALSE,TRUE,winter,4869
04/01/2016,9,NA,6.75,82,12.5,scattered_clouds,NA,FALSE,FALSE,winter,20533
05/01/2016,9,NA,7.75,85.75,8.4375,scattered_clouds,NA,FALSE,FALSE,winter,22805
06/01/2016,7,NA,6,91.5,6.541666667,broken_clouds,NA,FALSE,FALSE,winter,23038
07/01/2016,8,NA,4,79,24.22916667,rain,NA,FALSE,FALSE,winter,18083
08/01/2016,8,NA,6,78.5,12.64583333,NA,NA,FALSE,FALSE,winter,20762
09/01/2016,9.25,NA,7.5,82,18.04166667,rain,NA,FALSE,TRUE,winter,11583
10/01/2016,7,NA,4,76,18.91666667,clear,NA,FALSE,TRUE,winter,14320
11/01/2016,7,NA,4,81.75,16.52083333,broken_clouds,NA,FALSE,FALSE,winter,21092
12/01/2016,6.25,NA,2,77.25,27.8125,rain,NA,FALSE,FALSE,NA,22799
13/01/2016,6,NA,3,73.25,18.10416667,clear,NA,FALSE,FALSE,winter,24586
14/01/2016,4.25,NA,-0.5,77.25,25.9375,clear,NA,FALSE,FALSE,winter,22186
15/01/2016,4,NA,0,72.5,21.4375,scattered_clouds,NA,FALSE,FALSE,winter,22446
16/01/2016,3,NA,0.5,75,9.5625,clear,NA,FALSE,TRUE,winter,16091
17/01/2016,3.5,NA,1,81,9.0625,snowfall,NA,FALSE,TRUE,winter,11762
18/01/2016,3.5,NA,NA,75,11.4375,scattered_clouds,NA,FALSE,FALSE,winter,22762
19/01/2016,0.25,NA,0.25,75,2.770833333,NA,NA,FALSE,FALSE,winter,23819
20/01/2016,1,NA,0,77.5,5.416666667,clear,NA,FALSE,FALSE,winter,23800
21/01/2016,4.75,NA,2,74,10.45833333,clear,NA,FALSE,FALSE,winter,23378
22/01/2016,8.25,NA,5.5,79,15.35416667,clear,NA,FALSE,FALSE,winter,18328
23/01/2016,8.5,NA,6.5,84.5,13.6875,clear,NA,FALSE,TRUE,winter,17218
24/01/2016,12.75,NA,12.75,88,14.97916667,broken_clouds,NA,FALSE,TRUE,winter,16360
25/01/2016,12.5,NA,12.5,72,19.79166667,NA,NA,FALSE,FALSE,winter,25724
26/01/2016,11,NA,11,82,27.20833333,rain,NA,FALSE,FALSE,winter,20224
27/01/2016,12.5,NA,12.5,82,30.54166667,broken_clouds,NA,FALSE,FALSE,winter,21708
28/01/2016,9,NA,5.5,65,22.27083333,clear,NA,FALSE,FALSE,winter,25324
29/01/2016,12,NA,12,78.25,33.79166667,broken_clouds,NA,FALSE,FALSE,winter,22526
30/01/2016,8,NA,4,71,27.04166667,clear,NA,FALSE,TRUE,winter,16381
31/01/2016,10.75,NA,10.25,77,22.5,broken_clouds,NA,FALSE,TRUE,winter,11019
01/02/2016,13,NA,13,68.25,34.9375,broken_clouds,NA,FALSE,FALSE,winter,23606
02/02/2016,10,NA,6,62,30.0625,scattered_clouds,NA,FALSE,FALSE,NA,24514
03/02/2016,6,NA,2.75,67.25,22.125,clear,NA,FALSE,FALSE,winter,24436
04/02/2016,11,NA,11,77.75,21.97916667,broken_clouds,NA,FALSE,FALSE,winter,25154
05/02/2016,11,NA,11,77,22.33333333,broken_clouds,NA,FALSE,FALSE,winter,22597
06/02/2016,11,NA,11,77,31.08333333,broken_clouds,NA,FALSE,TRUE,winter,13126
07/02/2016,8,NA,4,76,27.41304348,scattered_clouds,NA,FALSE,TRUE,winter,14025
08/02/2016,9,NA,4,62,41.38888889,broken_clouds,NA,FALSE,FALSE,winter,19497
09/02/2016,6.25,NA,3,69.75,21.375,scattered_clouds,NA,FALSE,FALSE,winter,23308
10/02/2016,6.25,NA,3,76,18.70833333,broken_clouds,NA,FALSE,FALSE,winter,23626
11/02/2016,5,NA,NA,76,9.0625,scattered_clouds,NA,FALSE,FALSE,winter,25186
12/02/2016,5,NA,2,84,13.04166667,broken_clouds,NA,FALSE,FALSE,NA,22819
13/02/2016,5,NA,0.5,87,18.4375,rain,NA,FALSE,TRUE,winter,9869
14/02/2016,4,NA,1,74.25,15.97916667,clear,NA,FALSE,TRUE,winter,13697
15/02/2016,3.5,NA,0.5,81,16.3125,scattered_clouds,NA,FALSE,FALSE,winter,21789
16/02/2016,3.75,NA,1.75,82.5,9.25,clear,NA,FALSE,FALSE,winter,24386
17/02/2016,5,NA,2.5,75.5,12.375,broken_clouds,NA,FALSE,FALSE,winter,19034
18/02/2016,5,NA,2,70,13.20833333,scattered_clouds,NA,FALSE,FALSE,winter,23517
19/02/2016,8,NA,4,81.5,19.54166667,NA,NA,FALSE,FALSE,winter,22173
20/02/2016,11,NA,11,79.5,27.95652174,rain,NA,FALSE,TRUE,winter,10745
21/02/2016,13,NA,13,78.25,30.79166667,broken_clouds,NA,FALSE,TRUE,winter,14670
22/02/2016,8.75,NA,6,76.5,16.91666667,rain,NA,FALSE,FALSE,winter,20463
23/02/2016,6,NA,4,68.5,10.89583333,scattered_clouds,NA,FALSE,FALSE,winter,25657
24/02/2016,3.25,NA,3,72.5,4.770833333,clear,NA,FALSE,FALSE,winter,25481
25/02/2016,3,NA,1.75,73.75,8.583333333,clear,NA,FALSE,FALSE,winter,24174
26/02/2016,4.75,NA,1.75,72.75,11.52083333,clear,NA,FALSE,FALSE,winter,23580
27/02/2016,4.75,NA,1.5,64.25,17.77083333,cloudy,NA,FALSE,TRUE,winter,14745
28/02/2016,5,NA,2,69,19.60416667,broken_clouds,NA,FALSE,TRUE,NA,13451
29/02/2016,6,NA,NA,61,9.333333333,scattered_clouds,NA,FALSE,FALSE,winter,23585
01/03/2016,10,NA,6.75,81,25.33333333,broken_clouds,NA,FALSE,FALSE,spring,20704
02/03/2016,6,NA,1.5,71,31,scattered_clouds,NA,FALSE,FALSE,spring,20635
03/03/2016,7,NA,3.5,69.25,21.79166667,scattered_clouds,NA,FALSE,FALSE,spring,24416
04/03/2016,6,NA,3.5,70,16.85416667,scattered_clouds,NA,FALSE,FALSE,spring,23970
05/03/2016,4,NA,0.25,81,14.70833333,clear,NA,FALSE,TRUE,spring,12215
06/03/2016,4,NA,2,75,14,NA,NA,FALSE,TRUE,spring,12510
07/03/2016,5,NA,2.5,64.25,14.64583333,clear,NA,FALSE,FALSE,NA,22672
08/03/2016,7,NA,3.75,73.75,15,clear,NA,FALSE,FALSE,spring,23129
09/03/2016,8,NA,5,85.75,17,rain,NA,FALSE,FALSE,spring,19142
10/03/2016,6,NA,NA,87,7.520833333,broken_clouds,NA,FALSE,FALSE,spring,23504
11/03/2016,4.25,NA,3.75,88.5,7.208333333,clear,NA,FALSE,FALSE,spring,20893
12/03/2016,6,NA,5,87,6.229166667,broken_clouds,NA,FALSE,TRUE,spring,21573
13/03/2016,5,NA,2,81,14.66666667,cloudy,NA,FALSE,TRUE,spring,21687
14/03/2016,6,NA,NA,74.75,20.97916667,clear,NA,FALSE,FALSE,spring,25448
15/03/2016,7,NA,4.25,87,12.6875,broken_clouds,NA,FALSE,FALSE,spring,25224
16/03/2016,7,NA,4,72.25,22.08333333,broken_clouds,NA,FALSE,FALSE,spring,25322
17/03/2016,6,NA,NA,73.5,12.16666667,clear,NA,FALSE,FALSE,spring,27060
18/03/2016,6.25,NA,3.75,81,12.35416667,broken_clouds,NA,FALSE,FALSE,spring,23047
19/03/2016,7,NA,4.5,71,16.1875,cloudy,NA,FALSE,TRUE,spring,17903
20/03/2016,8,NA,6.25,76,12.79166667,cloudy,NA,FALSE,TRUE,spring,17043
21/03/2016,9,NA,7.5,67.5,10.83333333,broken_clouds,NA,FALSE,FALSE,spring,25852
22/03/2016,9,NA,8,66,6,clear,NA,FALSE,FALSE,spring,29150
23/03/2016,9,NA,8,62,6.208333333,broken_clouds,NA,FALSE,FALSE,spring,26837
24/03/2016,9,NA,6,72.25,17.16666667,rain,NA,FALSE,FALSE,spring,19329
25/03/2016,9.75,NA,7.5,63,14.125,clear,NA,TRUE,FALSE,spring,25236
26/03/2016,10,NA,8,82,22.57894737,broken_clouds,NA,FALSE,TRUE,spring,10053
27/03/2016,9.25,NA,6.5,72.5,29.5,rain,NA,FALSE,TRUE,spring,8123
28/03/2016,8.5,NA,4.5,80,34.625,rain,NA,TRUE,FALSE,spring,10216
29/03/2016,8,NA,4.5,76,23.10416667,scattered_clouds,NA,FALSE,FALSE,spring,18814
30/03/2016,9.25,NA,NA,70,17.72916667,scattered_clouds,NA,FALSE,FALSE,spring,26516
31/03/2016,8.25,NA,7.25,71,10.66666667,clear,NA,FALSE,FALSE,spring,28304
01/04/2016,9,NA,7.25,64.5,11.16666667,NA,NA,FALSE,FALSE,spring,27137
02/04/2016,9.5,NA,7.5,62,14.83333333,clear,NA,FALSE,TRUE,NA,24367
03/04/2016,11,NA,11,87,11.3125,rain,NA,FALSE,TRUE,spring,24941
04/04/2016,10.75,NA,10.5,79.5,13.58333333,clear,NA,FALSE,FALSE,spring,25109
05/04/2016,11.75,NA,11.75,60.5,14.91666667,scattered_clouds,NA,FALSE,FALSE,spring,30575
06/04/2016,9,NA,6,65.75,26.4375,clear,NA,FALSE,FALSE,spring,24002
07/04/2016,8,NA,4.5,76,21.08695652,rain,NA,FALSE,FALSE,spring,18358
08/04/2016,9.75,NA,8,72.25,11.1875,clear,NA,FALSE,FALSE,spring,27191
09/04/2016,8.5,NA,6,71,15.83333333,scattered_clouds,NA,FALSE,TRUE,spring,19704
10/04/2016,9.75,NA,6.5,72.25,20.375,clear,NA,FALSE,TRUE,spring,23418
11/04/2016,12,NA,12,80.75,16.04166667,clear,NA,FALSE,FALSE,spring,24010
12/04/2016,11.25,NA,11.25,72,12.89583333,clear,NA,FALSE,FALSE,spring,30745
13/04/2016,14,NA,14,59,7.020833333,clear,NA,FALSE,FALSE,spring,31762
14/04/2016,13,NA,13,60,9.958333333,clear,NA,FALSE,FALSE,spring,30611
15/04/2016,10,NA,10,88,9.270833333,NA,NA,FALSE,FALSE,spring,15761
16/04/2016,6.75,NA,4,76,15.75,broken_clouds,NA,FALSE,TRUE,spring,17571
17/04/2016,8.5,NA,6.5,51.5,8.645833333,NA,NA,FALSE,TRUE,spring,26885
18/04/2016,11,NA,11,58.5,17.08333333,clear,NA,FALSE,FALSE,spring,28220
19/04/2016,10.5,NA,NA,66.75,12.85416667,clear,NA,FALSE,FALSE,spring,33342
20/04/2016,8.75,NA,6,75,19.125,clear,NA,FALSE,FALSE,spring,34197
21/04/2016,10.5,NA,9.25,64.75,20.1875,clear,NA,FALSE,FALSE,spring,31612
22/04/2016,9,NA,6,72,19.47916667,rain,NA,FALSE,FALSE,spring,20342
23/04/2016,8,NA,5.25,62,13.6875,scattered_clouds,NA,FALSE,TRUE,spring,21762
24/04/2016,7.75,NA,6,66,12.85416667,rain,NA,FALSE,TRUE,spring,18597
25/04/2016,8,NA,5,76,18.27083333,scattered_clouds,NA,FALSE,FALSE,spring,24149
26/04/2016,6,NA,2,63.5,20.9375,clear,NA,FALSE,FALSE,spring,27628
27/04/2016,5.5,NA,3.25,72,13.75,rain,NA,FALSE,FALSE,spring,28157
28/04/2016,9,NA,NA,63,16.95833333,clear,NA,FALSE,FALSE,spring,28609
29/04/2016,8.75,NA,6,59,24.22916667,clear,NA,FALSE,FALSE,spring,25385
30/04/2016,9.5,NA,8,60,12.27083333,clear,NA,FALSE,TRUE,spring,24698
01/05/2016,11.75,NA,11.75,61,12.4375,clear,NA,FALSE,TRUE,spring,29249
02/05/2016,12,NA,NA,77,20.77083333,scattered_clouds,NA,TRUE,FALSE,spring,19428
03/05/2016,12.25,NA,12.25,51.5,14.64583333,clear,NA,FALSE,FALSE,spring,31962
04/05/2016,13.75,NA,13.75,40.5,11.0625,NA,NA,FALSE,FALSE,spring,36182
05/05/2016,14,NA,14,49,14.47916667,clear,NA,FALSE,FALSE,spring,38684
06/05/2016,15,NA,15,67.75,13.39583333,clear,NA,FALSE,FALSE,spring,39589
07/05/2016,18.25,NA,18.25,60.5,13.3125,clear,NA,FALSE,TRUE,spring,43819
08/05/2016,18.5,NA,18.5,58.25,15.5625,clear,NA,FALSE,TRUE,spring,44758
09/05/2016,16.25,NA,16.25,70,16.14583333,clear,NA,FALSE,FALSE,spring,30507
10/05/2016,16,NA,16,92.5,14.95833333,rain,NA,FALSE,FALSE,spring,21452
11/05/2016,15.25,NA,15.25,94,9.958333333,rain,NA,FALSE,FALSE,spring,27574
12/05/2016,17,NA,17,71.25,15.66666667,clear,NA,FALSE,FALSE,spring,38082
13/05/2016,13,NA,13,71,18.29166667,broken_clouds,NA,FALSE,FALSE,spring,34706
14/05/2016,10,NA,8.75,58,14.25,broken_clouds,NA,FALSE,TRUE,spring,30046
15/05/2016,12.75,NA,12.75,59.5,12.39583333,clear,NA,FALSE,TRUE,spring,34302
16/05/2016,14.25,NA,14.25,60,8.979166667,clear,NA,FALSE,FALSE,spring,37045
17/05/2016,14,NA,14,62,15.60416667,clear,NA,FALSE,FALSE,spring,36445
18/05/2016,13,NA,13,78.25,15.22916667,rain,NA,FALSE,FALSE,spring,24111
19/05/2016,14,NA,14,78.25,16.10416667,broken_clouds,NA,FALSE,FALSE,spring,34267
20/05/2016,15.25,NA,NA,68,20.22916667,NA,NA,FALSE,FALSE,spring,35674
21/05/2016,16,NA,16,74.5,19.25,broken_clouds,NA,FALSE,TRUE,spring,26373
22/05/2016,14,NA,14,75.75,9.416666667,scattered_clouds,NA,FALSE,TRUE,spring,30628
23/05/2016,14.75,NA,NA,63,15.16666667,scattered_clouds,NA,FALSE,FALSE,spring,35067
24/05/2016,12.75,NA,12.75,60.5,15.27083333,scattered_clouds,NA,FALSE,FALSE,spring,36184
25/05/2016,11.25,NA,11.25,74.5,11.3125,broken_clouds,NA,FALSE,FALSE,NA,31614
26/05/2016,14,NA,14,70,9.833333333,clear,NA,FALSE,FALSE,spring,37113
27/05/2016,14.75,NA,14.75,70.75,15.60416667,clear,NA,FALSE,FALSE,spring,35708
28/05/2016,14,NA,14,77,11.27083333,scattered_clouds,NA,FALSE,TRUE,spring,30831
29/05/2016,13.25,NA,13.25,78.25,14.25,broken_clouds,NA,FALSE,TRUE,spring,30760
30/05/2016,14.25,NA,NA,78.25,19.9375,broken_clouds,NA,TRUE,FALSE,spring,23697
31/05/2016,13,NA,13,86.5,23.60416667,broken_clouds,NA,FALSE,FALSE,spring,16078
01/06/2016,13,NA,NA,88,17.58333333,broken_clouds,NA,FALSE,FALSE,NA,26871
02/06/2016,11,NA,11,82,20.02083333,broken_clouds,NA,FALSE,FALSE,summer,28901
03/06/2016,11.75,NA,11.75,86.5,12.27083333,broken_clouds,NA,FALSE,FALSE,summer,29254
04/06/2016,15.75,NA,15.75,88,8.604166667,broken_clouds,NA,FALSE,TRUE,summer,29697
05/06/2016,14.75,NA,14.75,83.75,12,broken_clouds,NA,FALSE,TRUE,summer,40229
06/06/2016,14.5,NA,14.5,72.25,14.33333333,clear,NA,FALSE,FALSE,NA,39050
07/06/2016,18,NA,18,75,8.458333333,clear,NA,FALSE,FALSE,summer,34676
08/06/2016,17.5,NA,17.5,72,7.375,rain,NA,FALSE,FALSE,summer,34196
09/06/2016,15.25,NA,15.25,73.5,11.35416667,clear,NA,FALSE,FALSE,summer,41165
10/06/2016,17.25,NA,17.25,64.75,10.02083333,clear,NA,FALSE,FALSE,summer,39637
11/06/2016,18,NA,18,76.25,7.0625,rain,NA,FALSE,TRUE,summer,28628
12/06/2016,17,NA,17,83,11.54166667,scattered_clouds,NA,FALSE,TRUE,NA,17841
13/06/2016,17,NA,17,80.25,15.3125,broken_clouds,NA,FALSE,FALSE,summer,27293
14/06/2016,16.25,NA,16.25,80,16.875,rain,NA,FALSE,FALSE,summer,29852
15/06/2016,16.75,NA,16.75,65,15.91666667,scattered_clouds,NA,FALSE,FALSE,summer,37311
16/06/2016,16,NA,16,77.5,10.64583333,broken_clouds,NA,FALSE,FALSE,summer,31110
17/06/2016,15.25,NA,15.25,82,10,broken_clouds,NA,FALSE,FALSE,summer,31641
18/06/2016,15,NA,15,74.5,11.20833333,broken_clouds,NA,FALSE,TRUE,summer,29226
19/06/2016,16.25,NA,16.25,74.75,16.375,broken_clouds,NA,FALSE,TRUE,summer,30954
20/06/2016,16.5,NA,16.5,88,20.375,NA,NA,FALSE,FALSE,summer,22057
21/06/2016,19,NA,19,64,16.125,scattered_clouds,NA,FALSE,FALSE,summer,38551
22/06/2016,19.75,NA,19.75,79,11.27083333,broken_clouds,NA,FALSE,FALSE,summer,36226
23/06/2016,19.75,NA,NA,91,10.60416667,rain,NA,FALSE,FALSE,summer,24852
24/06/2016,19,NA,NA,60,21.66666667,scattered_clouds,NA,FALSE,FALSE,summer,18380
25/06/2016,16,NA,16,77,13.5625,rain,NA,FALSE,TRUE,summer,25939
26/06/2016,16,NA,16,77,19.27083333,scattered_clouds,NA,FALSE,TRUE,summer,29112
27/06/2016,18,NA,18,65.25,16.04166667,clear,NA,FALSE,FALSE,summer,33299
28/06/2016,15.75,NA,15.75,63.25,12.27083333,clear,NA,FALSE,FALSE,summer,31288
29/06/2016,16,NA,16,80,23.02083333,broken_clouds,NA,FALSE,FALSE,summer,31210
30/06/2016,17.5,NA,NA,74,18.41666667,scattered_clouds,NA,FALSE,FALSE,summer,35432
01/07/2016,17,NA,17,77,22.27083333,broken_clouds,NA,FALSE,FALSE,summer,27730
02/07/2016,16,NA,16,66.75,23.75,scattered_clouds,NA,FALSE,TRUE,summer,30322
03/07/2016,17.25,NA,17.25,66,14.4375,clear,NA,FALSE,TRUE,summer,33668
04/07/2016,18,NA,18,77.5,15.52083333,broken_clouds,NA,FALSE,FALSE,summer,37221
05/07/2016,17.5,NA,NA,58.75,19.47916667,broken_clouds,NA,FALSE,FALSE,summer,40463
06/07/2016,18.25,NA,18.25,52.75,9.604166667,clear,NA,FALSE,FALSE,summer,42412
07/07/2016,19,NA,19,61.75,14.375,clear,NA,FALSE,FALSE,summer,39157
08/07/2016,19,NA,19,65.25,23.125,scattered_clouds,NA,FALSE,FALSE,summer,36842
09/07/2016,19.75,NA,19.75,68,19.75,clear,NA,FALSE,TRUE,summer,33968
10/07/2016,19,NA,19,75.5,22.60416667,scattered_clouds,NA,FALSE,TRUE,summer,29135
11/07/2016,18,NA,18,76.25,22,NA,NA,FALSE,FALSE,summer,32420
12/07/2016,15.5,NA,15.5,81,15.39583333,rain,NA,FALSE,FALSE,summer,29869
13/07/2016,16,NA,16,63.75,15.14583333,rain,NA,FALSE,FALSE,summer,35691
14/07/2016,17.75,NA,17.75,56.75,13.45833333,clear,NA,FALSE,FALSE,summer,39923
15/07/2016,18,NA,NA,73.25,16.70833333,clear,NA,FALSE,FALSE,summer,36601
16/07/2016,21.25,NA,21.25,72,20.66666667,scattered_clouds,NA,FALSE,TRUE,summer,38349
17/07/2016,23.25,NA,23.25,67,17.85416667,scattered_clouds,NA,FALSE,TRUE,summer,37769
18/07/2016,23.25,NA,23.25,62,8.3125,clear,NA,FALSE,FALSE,summer,43195
19/07/2016,24,NA,24,66,14.45833333,clear,NA,FALSE,FALSE,summer,46021
20/07/2016,24.25,NA,24.25,59,19.04166667,NA,NA,FALSE,FALSE,summer,44664
21/07/2016,20.75,NA,20.75,64.75,11.10416667,clear,NA,FALSE,FALSE,summer,41272
22/07/2016,20.75,NA,20.75,67,8.9375,scattered_clouds,NA,FALSE,FALSE,summer,35996
23/07/2016,22.5,NA,22.5,61.75,9.979166667,clear,NA,FALSE,TRUE,summer,41466
